9,3,2,4,5,1,6,7,8
8,4,6,2,9,7,3,5,1
1,7,5,8,6,3,4,2,9
5,6,9,7,2,8,1,3,4
2,1,4,5,3,9,8,6,7
3,8,7,1,4,6,2,9,5
6,5,3,9,8,4,7,1,2
7,2,8,6,1,5,9,4,3
4,9,1,3,7,2,5,8,6
